500	2026-04-01 20:19:00	1	0	15	0
500	2026-04-01 22:07:08	1	0	15	0
500	2026-04-01 23:13:44	1	0	15	0
500	2026-04-01 23:23:17	1	0	15	0
500	2026-04-02 00:45:26	1	0	15	0
500	2026-04-02 01:34:28	1	0	15	0
500	2026-04-02 03:25:26	1	0	15	0
500	2026-04-02 04:02:18	1	0	15	0
500	2026-04-02 07:04:59	1	0	15	0
500	2026-04-02 07:52:27	1	0	15	0
500	2026-04-02 08:03:14	1	0	15	0
500	2026-04-02 08:05:14	1	0	15	0
500	2026-04-02 08:48:31	1	0	15	0

500	2026-04-03 20:17:01	1	0	15	0
500	2026-04-03 20:25:55	1	0	15	0
500	2026-04-03 21:33:14	1	0	15	0
500	2026-04-04 01:34:00	1	0	15	0
500	2026-04-04 01:34:39	1	0	15	0
500	2026-04-04 02:02:57	1	0	15	0
500	2026-04-04 02:44:42	1	0	15	0
500	2026-04-04 03:21:33	1	0	15	0
500	2026-04-04 03:54:12	1	0	15	0
500	2026-04-04 04:04:29	1	0	15	0
500	2026-04-04 04:28:48	1	0	15	0
500	2026-04-04 04:51:30	1	0	15	0
500	2026-04-04 06:48:32	1	0	15	0

500	2026-04-05 19:52:41	1	0	15	0
500	2026-04-05 21:33:29	1	0	15	0
500	2026-04-05 22:19:47	1	0	15	0
500	2026-04-05 23:33:29	1	0	15	0
500	2026-04-05 23:37:30	1	0	15	0
500	2026-04-06 00:50:07	1	0	15	0
500	2026-04-06 02:14:41	1	0	15	0
500	2026-04-06 02:50:46	1	0	15	0
500	2026-04-06 03:55:15	1	0	15	0
500	2026-04-06 04:39:09	1	0	15	0
500	2026-04-06 04:55:47	1	0	15	0
500	2026-04-06 06:26:35	1	0	15	0
500	2026-04-06 08:47:08	1	0	15	0

500	2026-04-07 19:19:51	1	0	15	0
500	2026-04-07 19:32:17	1	0	15	0
500	2026-04-07 20:39:39	1	0	15	0
500	2026-04-07 22:24:47	1	0	15	0
500	2026-04-08 00:59:35	1	0	15	0
500	2026-04-08 01:18:19	1	0	15	0
500	2026-04-08 02:13:47	1	0	15	0
500	2026-04-08 04:08:23	1	0	15	0
500	2026-04-08 05:00:23	1	0	15	0
500	2026-04-08 05:25:41	1	0	15	0
500	2026-04-08 07:35:49	1	0	15	0
500	2026-04-08 08:07:39	1	0	15	0
500	2026-04-08 08:59:52	1	0	15	0

500	2026-04-09 22:48:22	1	0	15	0
500	2026-04-10 00:01:06	1	0	15	0
500	2026-04-10 00:18:03	1	0	15	0
500	2026-04-10 00:31:18	1	0	15	0
500	2026-04-10 03:12:38	1	0	15	0
500	2026-04-10 03:44:17	1	0	15	0
500	2026-04-10 04:10:39	1	0	15	0
500	2026-04-10 04:16:53	1	0	15	0
500	2026-04-10 06:01:13	1	0	15	0
500	2026-04-10 06:19:06	1	0	15	0
500	2026-04-10 07:52:30	1	0	15	0
500	2026-04-10 08:01:16	1	0	15	0
500	2026-04-10 08:38:26	1	0	15	0

500	2026-04-11 20:05:55	1	0	15	0
500	2026-04-11 20:24:52	1	0	15	0
500	2026-04-11 21:37:29	1	0	15	0
500	2026-04-11 22:17:54	1	0	15	0
500	2026-04-11 22:22:18	1	0	15	0
500	2026-04-12 01:06:02	1	0	15	0
500	2026-04-12 05:10:29	1	0	15	0
500	2026-04-12 05:45:04	1	0	15	0
500	2026-04-12 06:23:41	1	0	15	0
500	2026-04-12 06:49:28	1	0	15	0
500	2026-04-12 06:54:31	1	0	15	0
500	2026-04-12 07:28:36	1	0	15	0
500	2026-04-12 08:56:10	1	0	15	0

500	2026-04-13 20:51:08	1	0	15	0
500	2026-04-13 21:09:28	1	0	15	0
500	2026-04-13 21:10:42	1	0	15	0
500	2026-04-13 21:49:16	1	0	15	0
500	2026-04-13 22:08:43	1	0	15	0
500	2026-04-14 00:21:21	1	0	15	0
500	2026-04-14 00:28:31	1	0	15	0
500	2026-04-14 00:37:17	1	0	15	0
500	2026-04-14 01:02:38	1	0	15	0
500	2026-04-14 06:58:39	1	0	15	0
